video_id,scene_start,Scene_end,image,ground_truth,ocr,cer,wer,accuracy,order_agnostic_accuray,processing_time
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,13,14.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-13.0-14.0-13.5/img-a2c471cc-ffeb-44ef-ab37-04cafd3058db.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.018957345971563,0.10185185185185101,98.10426540284361,99.84202211690362,1.445834398269653
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,14,15.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-14.0-15.0-14.5/img-9e6dc430-30fc-4834-baa2-a96801d0523e.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? o Is it a federal or state case? If it's a federal case, in what circuit was it decided? o Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.424530267715454
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,15,16.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-15.0-16.0-15.5/img-9fed1a77-1643-46fd-acc6-a1a76a2e3d3b.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? o Is it a federal or state case? If it's a federal case, in what circuit was it decided? o Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.420410633087158
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,16,17.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-16.0-17.0-16.5/img-a5ebe168-fe17-49bd-9065-82807be2130c.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.5142159461975089
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,17,18.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-17.0-18.0-17.5/img-adf233b7-be10-45a5-82c8-65d655be0a75.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.461047887802124
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,18,19.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-18.0-19.0-18.5/img-fbb4bbc6-a581-4db9-8e7c-ba3a2e4b6e0f.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? o Is it a federal or state case? If it's a federal case, in what circuit was it decided? o Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.478996515274047
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,19,20.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-19.0-20.0-19.5/img-407eea8f-f0a3-43c9-9100-84698fbf7a4b.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? * Is it a federal or state case? If it's a federal case, in what circuit was it decided? * Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.020537124802527,0.10185185185185101,97.94628751974723,99.68404423380727,1.617283821105957
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,20,21.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-20.0-21.0-20.5/img-19d8dfd3-bbda-43d0-87a5-f6d4b1677d02.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.014218009478672002,0.08333333333333301,98.5781990521327,99.68404423380727,1.476586103439331
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,21,22.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-21.0-22.0-21.5/img-d84bcf54-07d1-44c8-abef-f6034e6f2e6c.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.014218009478672002,0.08333333333333301,98.5781990521327,99.68404423380727,1.479533672332763
m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32,22,23.0,['https://storage.videodb.io/media/u-0e58db00-6548-4d3c-b8c1-4ddddc072787/m-z-0194c270-bbfb-7dd2-aaec-62d909b97b32/frames/frm-scn-tt1sff1-22.0-23.0-22.5/img-7508c1cc-0483-4621-af32-d9f84316bdcc.png'],"1. WHAT IS THE BACKGROUND? - Citation Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? When? City of Austin v. Davis Tex.App. 3 Dist.,1985. Court of Appeals of Texas.Austin. CITY OF AUSTIN, Appellant, v. Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.","1. WHAT IS THE BACKGROUND? - Citation ■ Where? Is it a federal or state case? If it's a federal case, in what circuit was it decided? Level of court? ■ When? City of Austin v. Davis Tex. App. 3 Dist., 1985. Court of Appeals of Texas. Austin. CITY OF AUSTIN, Appellant, V Kenneth Richard DAVIS, III, b/n/f Kenneth Richard Davis, Sr., et al., Appellees. No. 14246. June 5, 1985. Rehearing Denied June 26, 1985. Father disclaimed interest in action for wrongful death of his son and brought action against city hospital for his own mental distress and physical injuries sustained as bystander to finding of his son's body at base of airshaft.",0.014218009478672002,0.08333333333333301,98.5781990521327,99.68404423380727,1.405553817749023
